Name,College,POS,Height (in),Weight (lbs),40 Yrd Dash,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Drafted?
Terrence Wheatley,Colorado,CB,70,187,4.37,17,36.5,128,4.2,6.74,0
Philip Wheeler,Georgia Tech,ILB,74,248,4.76,24,31,118,4.29,7.11,0
Chris Williams,Vanderbilt,OT,78,315,5.13,21,25,103,4.85,7.95,0
Jeremy Zuttah,Rutgers,OT,76,303,4.99,35,26.5,107,4.54,7.59,0
Jon Abbate,Wake Forest,ILB,70,231,5,26,38.5,115,4.33,7.12,0
CJ Ah You,Oklahoma,DE,76,274,4.7,26,36.5,108,4.4,7.06,0
Gerald Alexander,Boise State,FS,73,210,4.51,15,41,124,4.21,7.24,0
Rufus Alexander,Oklahoma,OLB,73,228,4.79,25,35,117,4.3,7.06,0
Michael Allan,Whitworth,TE,78,255,4.71,19,36,123,4.52,7.31,0
Andy Alleman,Akron,OG,76,305,5.07,27,30,106,4.65,7.8,0
Cory Anderson,Tennessee,FB,74,247,4.7,19,37,115,4.35,7.37,0
Deon Anderson,Connecticut,FB,71,243,4.73,23,33,114,4.43,7.27,0
Antwan Applewhite,San Diego State,DE,75,250,4.73,25,35,115,4.36,7.5,0
Anthony Arline,Baylor,CB,74,199,4.43,12,34.5,124,4.46,7.02,0
Allen Barbre,Missouri Southern,OT,76,300,4.84,28,32,105,4.63,7.4,0
Antwan Barnes,Florida International,OLB,73,240,4.43,31,35,122,4.32,7.29,0
Dan Bazuin,Central Michigan,DE,75,266,4.77,25,30,109,4.75,7.09,0
Josh Beekman,Boston College,OG,74,313,5.36,24,25.5,93,4.81,8.24,0
Fred Bennett,South Carolina,CB,73,196,4.46,17,38.5,123,4.3,6.67,0
Nathan Bennett,Clemson,OG,77,316,5.34,34,26.5,87,5.04,8.15,0
Larry Birdine,Oklahoma,DE,76,261,5.02,21,32,107,4.76,7.47,0
Quincy Black,New Mexico,OLB,74,240,4.42,24,41.5,124,4.34,6.86,0
Justin Blalock,Texas,OG,75,320,5.1,40,28.5,101,4.72,7.75,0
Stewart Bradley,Nebraska,OLB,76,254,4.72,28,35.5,112,4.17,7.29,0
Larry Brown,Oklahoma State,DT,75,297,5.2,22,27,108,4.81,7.67,0
Levi Brown,Penn State,OT,78,323,5.4,31,25.5,97,4.89,7.87,1
Tarell Brown,Texas,CB,71,190,4.45,17,33.5,111,4.37,7,0
Mkristo Bruce,Washington State,DE,78,268,5,21,29,106,4.8,7.38,0
Eldra Buckley,Tennessee-Chattanooga,RB,70,202,4.56,14,35.5,120,4.43,7.71,0
Prescott Burgess,Michigan,OLB,76,240,4.82,19,32.5,106,4.31,7.01,0
Adam Carriker,Nebraska,DE,78,296,4.9,33,33.5,110,4.18,7.06,0
Scott Chandler,Iowa,TE,79,270,4.78,16,30,111,4.32,7.26,0
Jeremy Clark,Alabama,DT,75,309,5.02,29,29,104,4.82,7.78,0
Daniel Coats,BYU,TE,75,257,4.94,34,30,111,4.43,7.07,0
Michael Coe,Alabama State,CB,73,190,4.53,17,35,122,4.31,6.78,0
Duane Coleman,Clemson,CB,70,199,4.57,18,35.5,120,4.51,7.18,0
Tim Crowder,Texas,DE,76,272,4.69,32,30.5,111,4.32,7.28,0
Craig Dahl,North Dakota State,SS,74,216,4.55,17,35,122,4.26,6.69,0
Kenneth Darby,Alabama,RB,71,211,4.75,19,30,108,4.53,7.25,0
Doug Datish,Ohio State,C,76,302,5.13,31,26,102,4.65,7.51,0
Buster Davis,Florida State,ILB,70,239,4.64,24,31,104,4.37,7.28,0
Chris Denman,Fresno State,OT,79,315,5.62,21,27.5,97,4.92,8.1,0
Zak DeOssie,Brown,ILB,77,250,4.58,26,34.5,122,4.22,6.89,0
Tim Duckworth,Auburn,OG,75,306,5.42,20,25,94,4.78,8.26,0
Justin Durant,Hampton,ILB,73,230,4.51,25,36,121,4.09,6.77,0
Eric Frampton,Washington State,SS,71,204,4.61,10,34.5,122,4.17,6.84,0
Doug Free,Northern Illinois,OT,78,324,5.19,22,30,111,4.53,7.38,0
Brandon Frye,Virginia Tech,OT,76,301,5.08,34,32.5,103,4.4,7.5,0
C.J. Gaddis,Clemson,FS,73,203,4.45,20,36.5,121,4.3,7.28,0
Josh Gattis,Wake Forest,FS,73,206,4.51,22,34.5,121,4.27,6.72,0
Dashon Goldson,Washington,FS,74,205,4.6,12,34.5,115,4.46,7.37,0
Michael Griffin,Texas,SS,73,202,4.45,16,36,120,4.1,6.6,0
Ben Grubbs,Auburn,OG,75,311,5.18,29,26.5,103,4.72,7.99,0
Gabe Hall,Texas Tech,OT,76,313,4.91,22,29,104,4.68,7.59,0
Leon Hall,Michigan,CB,71,193,4.39,15,37.5,125,4.07,6.5,0
Jonny Harline,BYU,TE,76,248,4.84,15,28.5,106,4.68,7.05,0
Justin Harrell,Tennessee,DT,77,300,5.04,24,30.5,108,4.79,7.63,0
David Harris,Michigan,ILB,74,243,4.59,23,33,107,4.29,7.25,0
Leroy Harris,North Carolina State,C,75,302,5.35,29,24.5,96,4.8,8,0
Nate Harris,Louisville,OLB,73,230,4.6,26,32,107,4.52,7.19,0
Ryan Harris,Notre Dame,OT,77,305,5.09,22,25.5,100,4.52,7.78,0
Mario Henderson,Florida State,OT,79,302,5.11,20,28.5,109,4.87,7.6,0
Chris Henry,Arizona,RB,71,230,4.4,26,36,127,4.16,6.96,0
Justin Hickman,UCLA,OLB,74,254,4.75,23,29.5,115,4.43,7.06,0
Corey Hilliard,Oklahoma State,OT,77,308,5.29,28,27,106,4.65,7.45,0
Johnathan Holland,Louisiana Tech,WR,73,195,4.45,15,35.5,120,4.4,7.12,0
Chris Houston,Arkansas,CB,70,185,4.32,27,36,122,4.12,6.94,0
Daymeion Hughes,California,CB,70,190,4.65,16,28.5,114,4.43,7.28,0
Nate Ilaoa,Hawaii,RB,69,245,4.77,25,30,103,4.42,7.1,0
David Irons,Auburn,CB,70,190,4.44,11,29.5,111,4.3,7.18,0
Brandon Jackson,Nebraska,RB,70,210,4.54,21,37,122,4.14,7,0
Tanard Jackson,Syracuse,FS,73,200,4.52,12,32.5,121,4.28,6.89,0
Drisan James,Boise State,WR,73,193,4.52,14,39,126,4.39,7.09,0
Antonio Johnson,Mississippi State,DT,75,310,5.15,28,29,108,4.49,7.51,0
Michael Johnson,Arizona,SS,75,205,4.62,15,33,114,4.32,7.04,0
James Jones,San Jose State,WR,73,207,4.54,22,34,119,4.2,7.06,0
Mike Jones,Iowa,OG,77,309,5.46,28,25.5,98,4.88,7.84,0
Ryan Kalil,Southern California,C,75,299,4.96,34,26,104,4.34,7.5,0
Adam Koets,Oregon State,OT,77,298,5.08,20,32,106,4.47,7.44,0
Zach Latimer,Oklahoma,ILB,74,237,4.78,19,34,109,4.45,7.27,0
Brian Leonard,Rutgers,RB,74,226,4.52,28,34.5,122,4.22,6.88,0
Enoka Lucas,Oregon,C,75,303,5.46,34,27.5,104,4.84,8.1,0
Marshawn Lynch,California,RB,71,215,4.46,20,35.5,125,4.58,7.09,0
Palauni Ma Sun,Oregon,OG,77,319,5.86,22,24.5,91,5.01,8.72,0
Ryan McBean,Oklahoma State,DT,77,286,4.98,27,28,108,4.46,7.79,0
Trumaine McBride,Mississippi,CB,69,185,4.57,14,34.5,122,4.32,6.96,0
Turk McBride,Tennessee,DT,75,277,4.81,27,31,108,4.12,7.1,0
Marcus McCauley,Fresno State,CB,73,203,4.39,17,36,129,4.17,6.61,0
Le'Ron McClain,Alabama,FB,73,256,4.85,14,29.5,113,4.47,7.14,0
Marquay McDaniel,Hampton,WR,71,205,4.52,19,33.5,114,4.35,7.13,0
Brandon McDonald,Memphis,CB,71,181,4.58,17,33,118,4.76,7.44,0
Brandon Mebane,California,DT,73,309,5.15,24,24,106,4.65,7.94,0
Brandon Meriweather,Miami,FS,71,195,4.47,11,35,111,4.33,7.06,0
Martrez Milner,Georgia,TE,76,252,4.79,19,34,117,4.49,7.35,0
Marvin Mitchell,Tennessee,ILB,75,249,4.87,22,32,108,4.25,7.29,0
Jay Moore,Nebraska,DE,77,274,4.92,26,34,118,4.35,7.19,0
Drew Mormino,Central Michigan,C,75,299,5.32,27,28,105,4.53,7.48,0
Quentin Moses,Georgia,DE,77,261,4.82,17,32,115,4.53,7.38,0
Dan Mozes,West Virginia,C,75,293,5.35,28,25.5,101,4.84,7.98,0
Joe Newton,Oregon State,TE,79,257,4.89,20,31,109,4.57,7.35,0
Stephen Nicholas,South Florida,OLB,74,232,4.64,29,33.5,110,4.45,7.29,0
Chad Nkang,Missouri,SS,73,220,4.52,23,36.5,118,4.34,7.1,0
Michael Okwo,Stanford,ILB,73,232,4.7,20,35.5,121,4.43,7.12,0
Sam Olajubutu,Arkansas,OLB,69,227,4.77,24,34.5,118,4.34,7.33,0
Greg Olsen,Miami,TE,78,254,4.51,23,35.5,114,4.48,7.04,0
Mike Otto,Purdue,OT,78,308,5.2,20,26.5,105,4.67,7.62,0
David Patterson,Ohio State,DT,74,285,5.1,21,32.5,118,4.43,7.47,0
Kevin Payne,Louisiana-Monroe,FS,73,220,4.6,20,35,106,4.3,7,0
Blair Phillips,Oregon,ILB,73,243,4.84,23,30.5,106,4.48,7.01,0
Sabby Piscitelli,Oregon State,SS,75,224,4.47,19,34.5,122,3.9,6.84,0
Antonio Pittman,Ohio State,RB,71,207,4.4,16,35.5,123,4.16,6.84,0
Paul Posluszny,Penn State,OLB,74,238,4.7,22,37,116,4.2,6.94,0
Anthony Pudewell,Nevada,TE,76,250,5.07,15,25.5,101,4.41,7.31,0
Jay Richardson,Ohio State,DE,78,279,5,20,33,112,4.54,7.5,0
Gijon Robinson,Missouri Western,FB,73,255,4.71,21,33,116,4.43,7.23,0
Laurent Robinson,Illinois State,WR,74,199,4.38,19,39,127,4.28,6.83,0
Brian Robison,Texas,DE,75,259,4.67,27,40.5,121,4.26,6.89,0
Dante Rosario,Oregon,TE,75,244,4.78,20,36,115,4.47,6.96,0
Aaron Ross,Texas,CB,73,193,4.44,17,34,118,4.15,6.72,0
Clifton Ryan,Michigan State,DT,74,305,5.12,25,26.5,102,4.69,7.5,0
Dan Santucci,Notre Dame,OG,76,301,5.13,23,29,102,4.74,7.47,0
Dallas Sartz,Southern California,OLB,77,237,4.71,20,33.5,111,4.13,6.85,0
Samson Satele,Hawaii,C,75,300,5.24,25,33,101,4.29,7.47,0
Derek Schouman,Boise State,FB,74,247,4.74,27,37.5,122,4.27,7,0
Ken Shackleford,Georgia,OT,77,322,5.3,28,24.5,102,5.05,8.35,0
Tim Shaw,Penn State,OLB,74,236,4.51,26,36.5,116,4.12,7.01,0
Juwan Simpson,Alabama,OLB,75,225,4.55,15,34.5,123,4.42,7.22,0
Kelvin Smith,Syracuse,ILB,74,240,4.8,26,32,110,4.42,7.19,0
Kolby Smith,Louisville,RB,71,220,4.5,18,38,114,4.34,7.22,0
Anthony Spencer,Purdue,DE,75,261,4.7,30,32.5,112,4.43,7.14,0
Cameron Stephenson,Rutgers,OG,75,306,5.4,34,28.5,101,4.81,7.72,0
Scott Stephenson,Iowa State,C,75,297,5.2,21,29.5,99,4.57,7.62,0
Daren Stone,Maine,SS,75,218,4.58,13,39,132,4.44,7.13,0
Herb Taylor,Texas Christian,OT,76,296,5.19,26,27,100,4.64,7.78,0
Tony Taylor,Georgia,OLB,73,236,4.92,26,32,108,4.36,7.17,0
Joe Thomas,Wisconsin,OT,79,311,4.92,28,33,110,4.88,7.95,0
Lawrence Timmons,Florida State,OLB,73,234,4.66,25,35,123,4.32,6.92,0
Matt Trannon,Michigan State,WR,78,216,4.57,13,36.5,118,4.34,7.09,0
Chad Upshaw,Buffalo,TE,77,252,4.9,16,33.5,108,4.58,7.23,0
Elliot Vallejo,Cal Davis,OT,79,327,5.38,24,26,94,5.14,7.95,0
Darius Walker,Notre Dame,RB,70,206,4.55,19,40.5,123,4.39,7.18,0
Mike Walker,Central Florida,WR,74,209,4.35,18,36.5,121,4.39,6.92,0
Eric Weddle,Utah,SS,71,203,4.48,11,33.5,113,4.12,6.78,0
John Wendling,Wyoming,FS,73,222,4.48,22,38.5,129,4.16,6.96,0
Patrick Willis,Mississippi,ILB,73,242,4.51,22,39,119,4.46,7.23,0
Abraham Wright,Colorado,DE,74,242,4.9,24,31,111,4.46,7.2,0
Dwayne Wright,Fresno State,RB,73,228,4.66,14,34,115,4.43,7.23,0
Eric Wright,UNLV,CB,71,192,4.36,16,36.5,123,4.23,6.93,0
Darrell Adams,Villanova,DE,77,277,5,22,27,109,4.79,7.92,0
Titus Adams,Nebraska,DT,76,306,5.07,15,30.5,103,4.55,7.5,0
Joseph Addai,Louisiana State,RB,71,214,4.4,18,38.5,125,4.48,7.1,0
Victor Adeyanju,Indiana,DE,76,274,4.86,22,32,112,4.41,7.38,0
Jason Allen,Tennessee,FS,73,209,4.39,17,39.5,131,3.83,6.77,0
Jon Alston,Stanford,OLB,73,223,4.5,30,40,132,4.13,6.9,0
Mark Anderson,Alabama,DE,76,254,4.62,20,42,127,4.24,6.96,0
SirHenry Anderson,Oregon State,DT,76,306,5.19,27,28.5,100,4.58,7.7,0
Willie Andrews,Baylor,SS,70,193,4.43,7,36.5,124,4.31,7,0
Mike Bell,Arizona,RB,73,221,4.6,19,31.5,112,4.24,7.17,0
Charles Bennett,Clemson,DE,76,258,4.7,19,33.5,115,4.53,7.49,0
Matt Bernstein,Wisconsin,FB,73,260,4.91,22,29.5,110,4.52,7.48,0
Kevin Boothe,Cornell,OT,77,316,5.41,23,31.5,98,5.07,8.37,0
Trent Bray,Oregon State,ILB,73,231,4.9,18,32,109,4.42,7.16,0
Darrell Brooks,Arizona,FS,73,198,4.61,7,36.5,125,4.38,6.98,0
Manaia Brown,BYU,DT,75,301,5.1,21,34.5,111,4.49,7.65,0
Copeland Bryan,Arizona,DE,76,253,4.9,16,33,117,4.31,7.12,0
Daniel Bullocks,Nebraska,SS,73,212,4.38,18,38,124,4.18,6.92,0
Brian Calhoun,Wisconsin,RB,69,201,4.57,18,31.5,124,4.24,7.05,0
Chris Chester,Oklahoma,C,76,303,4.83,27,31.5,106,4.51,7.33,0
Jeromey Clary,Kansas State,OT,78,309,5.28,24,26,102,4.66,7.8,0
Barry Cofield,Northwestern,DT,76,304,4.95,35,34,105,4.35,7.43,0
Daryn Colledge,Boise State,OT,77,299,5.05,21,32.5,110,4.6,7.46,0
Ryan Cook,New Mexico,OT,79,328,5.47,28,26.5,97,4.67,7.93,0
Owen Daniels,Wisconsin,TE,76,253,4.65,23,34.5,114,4.11,6.88,0
P.J. Daniels,Georgia Tech,RB,70,214,4.64,21,33,116,4.4,7.13,0
Charles Davis,Purdue,TE,78,263,4.87,27,31.5,108,4.37,7.54,0
Vernon Davis,Maryland,TE,75,254,4.38,33,42,128,4.17,7,0
Tim Day,Oregon,TE,75,256,4.74,24,35,109,4.2,7.06,0
Mike Degory,Florida,C,78,305,5.42,24,26,98,4.71,8.05,0
Marcus Demps,San Diego State,FS,73,198,4.7,17,31,117,4.13,6.93,0
Tim Dobbins,Iowa State,ILB,73,246,4.59,23,35.5,110,4.39,7.25,0
Reed Doughty,Northern Colorado,FS,73,209,4.65,15,37,121,4.17,6.66,0
Maurice Drew,UCLA,RB,67,207,4.39,18,36,116,4.41,7.08,0
Dusty Dvoracek,Oklahoma,DT,75,306,5.01,34,34,110,4.37,7.62,0
Ray Edwards,Purdue,DE,77,273,4.81,30,39,114,4.59,7.71,0
Keith Ellison,Oregon State,OLB,74,235,4.76,24,32.5,115,4.16,7.23,0
Greg Eslinger,Minnesota,C,75,292,5.13,28,30,101,4.69,7.59,0
Jhari Evans,Bloomsburg,OT,77,316,5.25,20,27,95,4.88,7.98,0
Daniel Fells,Cal Davis,TE,76,259,4.95,19,29.5,108,4.52,7.29,0
Omar Gaither,Tennessee,OLB,73,234,4.78,23,37,115,4.32,7.31,0
Chris Gocong,Cal Poly,DE,74,263,4.7,28,38.5,123,4.09,7.06,0
Kedric Golston,Georgia,DT,76,300,4.88,31,33,111,4.45,7.61,0
Charles Gordon,Kansas,CB,70,183,4.6,12,35.5,115,4.23,6.96,0
Marcus Green,Ohio State,DT,73,295,5.14,33,31,108,4.88,7.62,0
Chad Greenway,Iowa,OLB,75,242,4.76,16,33.5,117,4.22,7.01,0
Cedric Griffin,Texas,FS,73,199,4.51,17,35.5,125,4.1,6.86,0
Parys Haralson,Tennessee,DE,73,253,4.8,24,32,115,4.28,7.38,0
Chris Harrell,Penn State,SS,73,209,4.7,15,40.5,119,4.13,7.02,0
Gilbert Harris,Arizona,FB,74,235,4.73,20,36,117,4.39,7.02,0
Jerome Harrison,Washington State,RB,69,201,4.47,19,34.5,124,4.08,6.79,0
Jason Hatcher,Grambling State (LA),DE,78,284,4.82,28,35.5,113,4.5,7.68,0
A.J. Hawk,Ohio State,OLB,73,248,4.59,24,40,115,3.96,6.82,0
Matt Henshaw,Florida State,TE,77,248,4.73,16,29,111,4.46,7.45,0
Jarvis Herring,Florida,SS,71,207,4.85,15,36.5,116,4.3,7.34,0
Thomas Howard,Texas-El Paso,OLB,75,239,4.42,21,39,124,4.29,6.98,0
Oliver Hoyte,North Carolina State,ILB,75,245,4.93,19,32,112,4.31,7.48,0
Cedric Humes,Virginia Tech,RB,73,227,4.62,18,30.5,106,4.23,7.07,0
D'Qwell Jackson,Maryland,ILB,73,230,4.73,19,37,116,4.37,7.05,0
Tommy Jackson,Auburn,DT,73,304,5.19,26,31,104,4.61,7.74,0
Max Jean-Gilles,Georgia,OG,76,355,5.48,27,24.5,95,5.08,8.56,0
Julian Jenkins,Stanford,DE,76,277,5.03,25,34.5,110,4.24,7.11,0
Brandon Johnson,Louisville,OLB,77,228,4.44,11,37,118,4.34,7.19,0
Johnathan Joseph,South Carolina,CB,71,193,4.31,15,37,123,4.27,6.94,0
Charlton Keith,Kansas,OLB,77,237,4.78,12,30.5,109,4.42,7.04,0
William Kershaw,Maryland,OLB,75,240,4.63,21,37,111,4.2,6.96,0
Jeff King,Virginia Tech,TE,77,245,4.83,21,32.5,109,4.13,6.99,0
Mathias Kiwanuka,Boston College,DE,78,266,4.7,17,32,120,4.15,7.29,0
Joe Klopfenstein,Colorado,TE,78,255,4.63,27,36,112,4.24,7.4,0
Mike Kudla,Ohio State,DE,74,265,4.72,45,37,114,4.45,7.22,0
Chris Kuper,North Dakota,OG,77,301,5.1,24,30,109,4.62,7.59,0
Ryan LaCasse,Syracuse,DE,75,257,4.62,34,34,113,4.34,7.26,0
Manny Lawson,North Carolina State,OLB,78,241,4.43,23,39.5,124,4.21,6.9,0
Jonathan Lewis,Virginia Tech,DT,73,309,4.97,24,33.5,111,4.43,7.42,0
Marcedes Lewis,UCLA,TE,79,261,4.8,23,37,118,4.84,7.24,0
Calvin Lowry,Penn State,SS,71,200,4.54,15,36,120,4.23,7.16,0
Wali Lundy,Virginia,RB,71,214,4.48,18,35,111,4.37,7.01,0
Taitusi Lutui,Southern California,OG,76,334,5.45,26,28,97,4.83,8.05,0
Antonio Malone,Toledo,CB,73,200,4.59,10,34,111,4.13,7.06,0
Nick Mangold,Ohio State,C,76,300,5.05,24,27.5,104,4.4,7.48,0
Danieal Manning,Abilene Christian,CB,71,202,4.48,17,39,123,4.08,7.24,0
Richard Marshall,Fresno State,CB,71,189,4.42,12,37,129,4.16,6.66,0
Derrick Martin,Wyoming,CB,70,202,4.5,17,40,127,3.97,6.73,0
Wendell Mathis,Fresno State,RB,73,210,4.51,20,33,117,4.24,6.95,0
John McCargo,North Carolina State,DT,74,302,5.15,25,30.5,110,4.49,7.8,0
Stanley McClover,Auburn,DE,75,262,4.7,19,39,114,4.52,7.88,0
Paul McQuistan,Weber State (UT),OT,78,312,5.07,28,29.5,110,4.65,7.72,0
Rob Meadow,Washington,OG,77,324,5.4,29,24,99,4.76,7.96,0
Garrett Mills,Tulsa,FB,73,241,4.64,23,35.5,111,4.06,6.82,0
Jeremy Mincey,Florida,DE,76,259,4.76,27,33.5,116,4.25,7.01,0
DeMario Minter,Georgia,CB,71,190,4.52,10,38.5,131,4.12,6.88,0
Will Montgomery,Virginia Tech,C,75,312,5.12,35,29.5,104,4.43,7.4,0
DonTrell Moore,New Mexico,RB,70,210,4.64,18,32,116,4.34,7.12,0
Terna Nande,Miami (OH),OLB,73,232,4.51,41,39,124,4.12,6.98,0
Haloti Ngata,Oregon,DT,76,338,5.13,37,31.5,110,4.69,7.97,0
Rob Ninkovich,Purdue,DE,75,260,4.91,23,34.5,116,4.18,6.96,0
Jerious Norwood,Mississippi State,RB,73,210,4.4,15,36.5,122,4.26,6.81,0
Quinn Ojinnaka,Syracuse,OT,77,309,5.44,21,28.5,102,5.12,8.47,0
Babatunde Oshinowo,Stanford,DT,74,304,5.27,33,32,105,4.57,7.89,0
Kai Parham,Virginia,ILB,75,256,4.98,30,35,116,4.36,7.36,0
Domata Peko,Michigan State,DT,75,307,5.27,25,28.5,103,4.54,7.7,0
Charlie Peprah,Alabama,SS,71,206,4.66,15,37.5,119,4.1,6.81,0
Marvin Philip,California,C,73,307,5.24,27,27,96,4.7,7.87,0
Jason Pociask,Wisconsin,TE,75,266,4.84,23,32.5,115,4.32,7.31,0
Leonard Pope,Georgia,TE,80,258,4.62,22,37.5,118,4.67,7.48,0
Donovan Raiola,Wisconsin,C,74,300,5.55,20,25,90,5.02,8.18,0
Dale Robinson,Arizona State,ILB,73,231,4.76,18,33,108,4.33,7.3,0
Derrick Ross,Tarleton State (TX),RB,71,226,4.56,20,35,112,4.37,7.01,0
DeMeco Ryans,Alabama,OLB,73,236,4.65,23,39,129,4.18,7.19,0
Nate Salley,Ohio State,FS,74,216,4.63,14,40,123,4.17,6.8,0
Tony Scheffler,Western Michigan,TE,78,254,4.54,17,33.5,115,4.04,6.82,0
Anthony Schlegel,Ohio State,ILB,73,250,4.88,21,32,111,4.39,7.41,0
Mark Setterstrom,Minnesota,OG,76,314,5.38,19,26.5,100,4.56,7.64,0
Kevin Simon,Tennessee,OLB,70,235,4.89,26,28,103,4.34,7.7,0
Ko Simpson,South Carolina,FS,73,209,4.45,11,40.5,122,4.2,7.09,0
Ernie Sims,Florida State,OLB,71,231,4.5,25,41,125,4.23,7.32,0
Anthony Smith,Syracuse,FS,73,194,4.71,18,41,125,4.35,6.76,0
Eric Smith,Michigan State,SS,73,209,4.63,21,40,127,4.11,6.91,0
LeKevin Smith,Nebraska,DT,75,316,4.97,30,30.5,109,4.93,7.95,0
Isaac Sowells,Indiana,OG,76,324,5.15,20,28.5,101,5.02,8.14,0
Jason Spitz,Louisville,OG,76,313,5.4,25,28.5,102,4.56,7.82,0
Dan Stevenson,Notre Dame,OG,77,300,5.36,24,24.5,100,4.6,7.6,0
Zach Strief,Northwestern,OT,80,330,5.38,19,21,94,4.85,8.02,0
Quinn Sypniewski,Colorado,TE,79,268,4.77,20,32.5,114,4.54,7.09,0
Naufahu Tahi,BYU,FB,73,254,4.85,35,29,101,4.7,7.74,0
Darryl Tapp,Virginia Tech,DE,74,252,4.83,27,33,109,4.48,7.32,0
David Thomas,Texas,TE,75,252,4.67,19,37.5,113,4.35,7.07,0
Michael Toudouze,Texas Christian,OT,78,303,5.12,23,26.5,100,4.71,7.47,0
Anthony Trucks,Oregon,OLB,73,233,4.76,22,37,125,4.21,7.01,0
Jeremy Trueblood,Boston College,OT,80,316,5.25,20,27.5,96,4.71,7.84,0
Stephen Tulloch,North Carolina State,ILB,71,241,4.84,27,33.5,113,4.18,7.2,0
Cameron Vaughn,Louisiana State,OLB,76,235,4.65,17,32,117,4.23,7.25,0
Lawrence Vickers,Colorado,FB,73,245,4.82,21,30.5,104,4.64,7.75,0
Cooper Wallace,Auburn,TE,76,261,4.78,21,29,105,4.22,7.3,0
Scott Ware,Southern California,SS,73,218,4.7,15,37,115,4.27,7.05,0
Leon Washington,Florida State,RB,68,201,4.42,17,32.5,105,4.37,6.96,0
Gabe Watson,Michigan,DT,76,339,5.27,36,25,96,4.82,8.28,0
Guy Whimper,East Carolina,OT,77,304,4.96,26,29,102,4.61,7.39,0
E.J. Whitley,Texas Tech,OT,77,309,5.35,16,25,101,4.8,7.55,0
Andrew Whitworth,Louisiana State,OT,79,334,5.16,28,30.5,112,4.84,8.26,0
Gerris Wilkinson,Georgia Tech,ILB,75,233,4.66,19,39,122,4.18,7.23,0
Mario Williams,North Carolina State,DE,79,295,4.7,35,40.5,120,4.37,7.21,0
T.J. Williams,North Carolina State,TE,75,269,4.72,25,34,111,4.58,7.5,0
Kamerion Wimbley,Florida State,DE,76,248,4.61,24,38.5,129,4.48,6.98,0
Rodrique Wright,Texas,DT,77,300,5.08,31,32,110,4.52,7.85,0
James Wyche,Syracuse,DE,78,262,4.63,33,33,116,4.51,7.76,0
Anthony Alabi,Texas Christian,OT,77,310,5.12,18,32.5,105,4.6,7.64,0
Calvin Armstrong,Washington State,OT,79,325,5.51,26,34,100,4.66,7.63,0
J.J. Arrington,California,RB,69,214,4.4,18,35,121,4.1,6.81,0
Adrian Awasom,North Texas,DE,76,279,4.93,23,32.5,107,4.4,7.57,0
David Baas,Michigan,OG,77,319,5.06,29,29.5,105,4.48,7.52,0
Jonathan Babineaux,Iowa,DT,74,286,4.87,21,29.5,109,4.62,7.71,0
Billy Bajema,Oklahoma State,TE,77,261,4.74,16,31.5,113,4.3,7.05,0
Khalif Barnes,Washington,OT,78,305,4.92,26,35,106,4.56,7.58,0
Jordan Beck,Cal Poly,OLB,75,233,4.6,25,41,128,4.12,7.11,0
Adam Bergen,Lehigh,TE,77,259,4.78,25,38,121,4.11,7.12,0
Joe Berger,Michigan Tech,OT,78,303,5.18,30,27,96,4.68,7.77,0
Justin Beriault,Ball State,FS,75,204,4.52,14,39.5,132,3.84,6.93,0
DeCori Birmingham,Arkansas,RB,70,210,4.56,14,34.5,118,4.29,7.14,0
Darryl Blackstock,Virginia,OLB,75,247,4.7,25,39,126,4.32,7.05,0
Jamaal Brimmer,UNLV,SS,74,216,4.8,16,32,113,4.64,7.79,0
C.J. Brooks,Maryland,OG,78,309,5.18,24,31.5,108,4.59,7.63,0
Nehemiah Broughton,Citadel,RB,73,250,4.59,25,30,108,4.37,7.55,0
Jason Brown,North Carolina,C,75,313,5.4,23,30.5,105,4.52,7.72,0
Ronnie Brown,Auburn,RB,73,233,4.43,18,34,117,4.14,7.12,0
Tim Brown,West Virginia,OT,77,318,5.6,23,29,93,4.92,7.86,0
Brandon Browner,Oregon State,CB,76,221,4.63,13,36.5,123,4.24,7.2,0
Anthony Bryant,Alabama,DT,75,335,5.06,23,31.5,106,4.72,7.8,0
Doug Buckles,Mississippi,OG,77,311,5.53,18,23.5,89,4.83,8.17,0
Dan Buenning,Wisconsin,OG,76,320,5.35,29,28,111,4.64,7.93,0
Tim Bulman,Boston College,DT,76,294,4.91,35,32.5,115,4.21,7.24,0
Vincent Burns,Kentucky,DE,73,267,4.84,25,35,122,4.41,7.24,0
Larry Burt,Miami (OH),DT,74,305,5.36,22,28,98,4.75,8.03,0
James Butler,Georgia Tech,FS,74,213,4.51,16,40.5,127,4.01,7.11,0
Jerome Carter,Florida State,SS,73,228,4.47,21,35,121,4.11,7.19,0
DeAndra Cobb,Michigan State,RB,70,196,4.49,17,34,118,4.26,7.13,0
Eric Coleman,Clemson,DT,77,288,5.12,27,33,118,4.73,7.43,0
Nick Collins,Bethune-Cookman,CB,71,206,4.36,11,40,118,4.16,6.94,0
Dan Connolly,Southeast Missouri State,OT,76,311,5.19,22,28.5,108,4.54,7.67,0
Sean Considine,Iowa,FS,73,212,4.5,19,37,117,3.93,7.11,0
Atcheson Conway,Bowie State (MD),SS,71,218,4.9,14,32,108,4.12,7.39,0
Junius Coston,North Carolina A&T,C,76,310,5.31,21,29.5,102,4.64,7.93,0
